,City,Lat,Lng,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
354,Maceió,-9.67,-35.74,71.6,94,20,3.36,BR,07/16/2020
355,Sorong,-0.88,131.25,81.95,79,59,5.14,ID,07/16/2020
356,Beyneu,45.32,55.2,86.74,21,0,9.91,KZ,07/16/2020
357,San Ramon,37.78,-121.98,77.0,44,1,13.87,US,07/16/2020
358,Balabac,7.99,117.06,86.49,66,92,7.38,PH,07/16/2020
359,Marfino,55.7,37.38,60.01,93,75,11.18,RU,07/16/2020
360,Labytnangi,66.66,66.42,52.74,58,9,8.86,RU,07/16/2020
361,Kondinskoye,59.65,67.41,80.08,68,42,8.79,RU,07/16/2020
362,Eldorado,-23.79,-54.28,65.07,87,0,7.23,BR,07/16/2020
363,Balkanabat,39.51,54.37,78.55,70,7,7.85,TM,07/16/2020
364,Khomeyn,33.64,50.08,66.56,48,40,3.11,IR,07/16/2020
365,Verkhnyaya Toyma,62.23,45.0,58.46,88,100,8.81,RU,07/16/2020
366,Nhulunbuy,-12.23,136.77,82.4,54,75,18.34,AU,07/16/2020
367,Kumul,42.8,93.45,86.61,16,100,5.84,CN,07/16/2020
368,Salinópolis,-0.61,-47.36,78.53,84,0,12.53,BR,07/16/2020
369,Vorukh,39.85,70.58,74.37,34,94,4.99,TJ,07/16/2020
370,Dwārka,22.24,68.97,84.34,83,97,7.7,IN,07/16/2020
371,Emmett,43.87,-116.5,84.99,25,0,1.95,US,07/16/2020
372,São João do Paraíso,-15.31,-42.01,58.35,92,4,6.55,BR,07/16/2020
373,Isakly,54.13,51.53,72.77,74,100,2.93,RU,07/16/2020
374,Pizarro,4.95,-77.37,78.84,88,46,5.57,CO,07/16/2020
375,São Gabriel da Cachoeira,-0.13,-67.09,74.19,85,89,1.63,BR,07/16/2020
376,Manjeri,11.12,76.12,75.2,88,90,4.7,IN,07/16/2020
377,Bosilegrad,42.5,22.47,57.25,68,100,3.65,RS,07/16/2020
378,Alugan,12.22,125.48,85.86,69,82,10.74,PH,07/16/2020
379,Turan,16.07,108.22,93.2,52,20,3.36,VN,07/16/2020
380,Berlin,52.52,13.41,59.0,93,29,4.7,DE,07/16/2020
381,Paamiut,61.99,-49.67,44.4,76,18,13.62,GL,07/16/2020
382,Qiongshan,20.01,110.35,87.8,70,20,8.95,CN,07/16/2020
383,Koulamoutou,-1.13,12.47,70.07,94,100,1.72,GA,07/16/2020
384,Whitianga,-36.83,175.7,60.01,86,100,8.99,NZ,07/16/2020
385,Grand-Santi,4.25,-54.38,72.27,96,22,2.28,GF,07/16/2020
386,Montepuez,-13.13,39.0,62.47,75,27,11.92,MZ,07/16/2020
387,Leningradskiy,69.38,178.42,47.84,75,98,15.64,RU,07/16/2020
388,Antsohihy,-14.88,47.99,62.46,85,0,5.97,MG,07/16/2020
389,Okha,53.57,142.95,69.17,73,100,4.56,RU,07/16/2020
390,Enid,36.4,-97.88,84.2,83,1,5.82,US,07/16/2020
391,Malindi,-3.22,40.12,76.57,78,75,17.92,KE,07/16/2020
392,Ahipara,-35.17,173.17,63.09,83,100,7.94,NZ,07/16/2020
393,Marawi,8.0,124.29,84.0,71,29,5.99,PH,07/16/2020
394,Sechura,-5.56,-80.82,64.11,81,1,12.46,PE,07/16/2020
395,Sibu,2.3,111.82,78.8,88,40,2.26,MY,07/16/2020
396,Kangaatsiaq,68.31,-53.46,42.13,87,96,5.46,GL,07/16/2020
397,Simpang,-1.27,104.08,84.7,73,60,4.07,ID,07/16/2020
398,Kavaratti,10.57,72.64,83.14,79,100,21.52,IN,07/16/2020
399,Batagay-Alyta,67.8,130.41,50.2,53,99,11.45,RU,07/16/2020
400,Rio Piracicaba,-19.93,-43.17,61.5,94,50,2.08,BR,07/16/2020
401,Sibolga,1.74,98.78,86.61,61,3,1.81,ID,07/16/2020
402,Øksfjord,70.24,22.35,57.2,76,60,8.05,NO,07/16/2020
403,Vestmannaeyjar,63.44,-20.27,52.88,90,100,24.74,IS,07/16/2020
404,Kontagora,10.4,5.47,71.26,95,99,4.03,NG,07/16/2020
405,Acapulco de Juárez,16.86,-99.89,84.2,79,75,3.36,MX,07/16/2020
406,Tonj,7.27,28.68,69.85,95,96,3.74,SS,07/16/2020
407,Grindavik,63.84,-22.43,50.0,100,90,6.93,IS,07/16/2020
408,West Bay,19.37,-81.42,84.99,81,0,1.01,KY,07/16/2020
409,Linxia Chengguanzhen,35.6,103.21,75.31,48,70,7.38,CN,07/16/2020
410,Kahului,20.89,-156.47,86.0,48,40,16.11,US,07/16/2020
411,Morondava,-20.28,44.28,68.56,68,0,18.45,MG,07/16/2020
412,Ballina,-28.87,153.57,68.0,45,0,13.87,AU,07/16/2020
413,Vangaindrano,-23.35,47.6,63.95,85,10,11.92,MG,07/16/2020
414,Adré,13.47,22.2,70.77,86,100,15.17,TD,07/16/2020
415,Marzuq,14.4,46.47,78.26,48,100,9.62,YE,07/16/2020
416,Mbandaka,0.05,18.26,68.86,91,86,1.23,CD,07/16/2020
417,Pierre,44.37,-100.35,75.2,57,1,5.82,US,07/16/2020
418,Shubarkuduk,49.14,56.49,87.33,27,0,10.33,KZ,07/16/2020
419,Juneau,58.3,-134.42,62.6,72,90,6.93,US,07/16/2020
420,Merritt Island,28.54,-80.67,81.0,83,1,2.46,US,07/16/2020
421,Gizo Government Station,-8.1,156.84,84.02,71,87,7.85,SB,07/16/2020
422,Banjar,-8.19,114.97,82.4,78,40,18.34,ID,07/16/2020
423,Umm Hājar,13.3,19.7,76.91,76,100,18.48,TD,07/16/2020
424,Kukushtan,57.65,56.5,75.2,64,0,8.95,RU,07/16/2020
425,Norman Wells,65.28,-126.83,68.0,60,90,10.29,CA,07/16/2020
426,Okato,-39.2,173.88,46.0,95,100,1.99,NZ,07/16/2020
427,Pontian Kecil,1.48,103.39,84.99,83,20,5.82,MY,07/16/2020
428,Alghero,40.56,8.32,68.0,82,2,1.12,IT,07/16/2020
429,Avera,33.19,-82.53,84.2,83,1,6.93,US,07/16/2020
430,Calabozo,8.92,-67.43,74.52,95,58,3.83,VE,07/16/2020
431,Lichinga,-13.31,35.24,52.38,81,73,10.8,MZ,07/16/2020
432,Pedasí,7.53,-80.03,79.25,85,4,6.67,PA,07/16/2020
433,Kutoarjo,-7.72,109.91,86.54,62,73,4.7,ID,07/16/2020
434,Kiryat Gat,31.61,34.76,73.99,70,2,1.01,IL,07/16/2020
435,Stornoway,58.21,-6.39,55.99,93,100,10.29,GB,07/16/2020
436,Sedalia,38.7,-93.23,73.0,88,1,5.82,US,07/16/2020
437,Bela Cruz,-3.05,-40.17,73.06,90,57,6.49,BR,07/16/2020
438,Sanjwal,33.76,72.43,82.4,69,20,8.05,PK,07/16/2020
439,Provideniya,64.38,-173.3,48.2,81,75,11.18,RU,07/16/2020
440,Bangkal,6.07,121.07,85.35,69,65,2.66,PH,07/16/2020
441,Kiama,-34.68,150.87,61.0,64,97,8.99,AU,07/16/2020
442,Garachiné,8.06,-78.36,80.11,86,42,2.15,PA,07/16/2020
443,Soyo,-6.13,12.37,70.79,91,72,5.91,AO,07/16/2020
444,Tagusao,9.19,117.81,86.52,61,88,2.21,PH,07/16/2020
445,Qingdao,36.1,120.37,84.99,66,20,4.47,CN,07/16/2020
446,Bela,25.93,81.98,90.01,62,1,10.6,IN,07/16/2020
447,Bagru,26.81,75.54,86.0,74,40,9.17,IN,07/16/2020
448,Livingstonia,-10.61,34.11,53.94,77,25,13.13,MW,07/16/2020
449,Lincoln,40.8,-96.67,73.4,73,1,4.7,US,07/16/2020
450,Qui Nhon,13.77,109.23,88.02,63,0,8.99,VN,07/16/2020
451,Hirara,24.8,125.28,91.4,66,40,21.92,JP,07/16/2020
452,Berdigestyakh,62.1,126.7,88.12,32,76,1.1,RU,07/16/2020
453,Araouane,18.9,-3.53,89.2,47,95,11.27,ML,07/16/2020
454,Kunashak,55.7,61.55,78.8,50,74,6.71,RU,07/16/2020
455,Praia,14.92,-23.51,77.0,78,20,6.93,CV,07/16/2020
456,Rāzole,16.48,81.83,79.43,83,99,8.3,IN,07/16/2020
457,Bunbury,-33.33,115.63,63.0,83,9,25.17,AU,07/16/2020
458,Constitución,-35.33,-72.42,53.17,91,86,9.57,CL,07/16/2020
459,Rozkishne,48.5,37.59,59.31,72,8,3.74,UA,07/16/2020
460,Gulariyā,28.23,81.33,89.82,61,29,8.32,NP,07/16/2020
461,Örebro,59.27,15.21,59.0,93,11,3.36,SE,07/16/2020
462,Gryazovets,58.88,40.25,57.33,97,100,6.73,RU,07/16/2020
463,Carora,10.18,-70.08,75.67,78,76,8.39,VE,07/16/2020
464,Jacareacanga,-6.22,-57.75,73.11,61,0,1.34,BR,07/16/2020
465,Les Cayes,18.2,-73.75,80.4,82,98,3.2,HT,07/16/2020
466,Moose Factory,51.26,-80.61,73.4,69,20,10.29,CA,07/16/2020
467,Port Macquarie,-31.43,152.92,63.0,51,40,19.46,AU,07/16/2020
468,Bandiagara,14.35,-3.61,75.65,84,100,7.65,ML,07/16/2020
469,Billings Metropolitan Area,45.78,-108.5,80.6,18,20,12.75,US,07/16/2020
470,Shahrud,36.42,54.98,70.12,56,0,7.85,IR,07/16/2020
471,Assiniboia,49.63,-105.98,63.61,61,59,8.75,CA,07/16/2020
472,Bengkulu,-3.8,102.27,86.54,60,48,1.7,ID,07/16/2020
473,Chennai,13.09,80.28,82.4,83,90,3.36,IN,07/16/2020
474,Disna,55.57,28.2,52.05,86,100,5.91,BY,07/16/2020
475,Tocopilla,-22.09,-70.2,61.2,61,0,7.05,CL,07/16/2020
476,Nome,64.5,-165.41,52.0,87,90,5.82,US,07/16/2020
477,Wanaka,-44.7,169.15,36.0,80,74,0.65,NZ,07/16/2020
478,Neiafu,-18.65,-173.98,80.6,65,75,11.41,TO,07/16/2020
479,Langsa,4.47,97.97,81.99,76,100,1.59,ID,07/16/2020
480,Naples,40.83,14.25,71.01,77,20,2.24,IT,07/16/2020
481,Vila Franca do Campo,37.72,-25.43,68.0,72,75,8.05,PT,07/16/2020
482,Tezu,27.92,96.17,75.56,87,100,2.33,IN,07/16/2020
483,Gazli,40.13,63.45,89.51,17,0,8.14,UZ,07/16/2020
484,Puerto Colombia,10.99,-74.95,82.4,78,2,11.41,CO,07/16/2020
485,Batagay,67.63,134.63,63.59,35,14,8.77,RU,07/16/2020
486,Nola,40.92,14.53,69.8,77,20,2.24,IT,07/16/2020
487,Beni,0.5,29.47,60.58,100,92,1.25,CD,07/16/2020
488,Jumla,29.27,82.18,70.43,58,3,3.96,NP,07/16/2020
489,Esperance,-33.87,121.9,59.0,67,0,13.87,AU,07/16/2020
490,Chesma,53.81,60.65,74.5,62,30,4.18,RU,07/16/2020
491,Kieta,-6.22,155.63,84.2,70,9,4.83,PG,07/16/2020
492,Kortkeros,61.81,51.58,62.6,93,75,8.95,RU,07/16/2020
493,Hagi,34.4,131.42,75.2,78,20,9.17,JP,07/16/2020
494,Morón,-34.65,-58.62,52.0,72,63,8.25,AR,07/16/2020
495,Tyubuk,56.06,60.94,75.34,70,11,6.85,RU,07/16/2020
496,Madimba,-10.4,40.33,69.8,73,20,23.04,TZ,07/16/2020
497,General Pico,-35.66,-63.76,42.28,65,0,8.32,AR,07/16/2020
498,Saint Anthony,45.02,-93.22,77.0,38,1,3.36,US,07/16/2020
499,Biak,-0.91,122.88,78.53,84,100,6.08,ID,07/16/2020
500,Ixtapa,20.7,-105.2,86.0,74,90,3.36,MX,07/16/2020
501,Bitung,1.45,125.18,89.6,55,20,2.24,ID,07/16/2020
502,Rauma,61.13,21.51,50.0,93,63,1.12,FI,07/16/2020
503,Niny,44.49,43.95,71.83,58,100,4.0,RU,07/16/2020
504,Majene,-3.54,118.97,83.75,71,91,11.16,ID,07/16/2020
505,Sarakhs,36.54,61.16,86.0,42,21,11.41,IR,07/16/2020
506,Rayong,12.83,101.43,86.0,95,84,1.79,TH,07/16/2020
507,Abdulino,53.7,53.67,74.68,61,69,2.66,RU,07/16/2020
508,Olavarría,-36.89,-60.32,45.0,63,53,1.01,AR,07/16/2020
509,Ostrovnoy,68.05,39.51,55.51,73,2,7.27,RU,07/16/2020
510,Bokoro,12.38,17.06,82.06,61,91,7.36,TD,07/16/2020
511,Saint-François,46.42,3.91,60.8,72,90,2.24,FR,07/16/2020
512,Pangnirtung,66.15,-65.71,56.7,41,43,2.55,CA,07/16/2020
513,Gravdal,68.12,13.5,56.08,82,100,1.43,NO,07/16/2020
514,Aksu,41.12,80.26,80.76,30,3,4.88,CN,07/16/2020
515,Otradnoye,59.78,30.82,59.0,77,92,8.95,RU,07/16/2020
516,Tel Aviv-Yafo,32.08,34.78,75.2,83,40,5.82,IL,07/16/2020
517,Urucará,-2.54,-57.76,76.32,71,0,1.3,BR,07/16/2020
518,Synya,65.37,58.04,50.95,67,98,11.16,RU,07/16/2020
519,Inhambane,-23.86,35.38,63.57,72,61,15.14,MZ,07/16/2020
520,Tromsø,69.65,18.96,53.6,93,75,13.87,NO,07/16/2020
521,Rensvik,63.1,7.82,53.6,93,90,5.82,NO,07/16/2020
522,Hofn,64.25,-15.21,51.48,93,100,11.32,IS,07/16/2020
523,Vanimo,-2.67,141.3,86.13,64,22,7.49,PG,07/16/2020
524,Suhl,50.6,10.7,54.0,90,98,1.92,DE,07/16/2020
525,Nemuro,43.32,145.57,59.0,82,75,2.24,JP,07/16/2020
526,Akureyri,65.68,-18.09,51.8,87,90,4.7,IS,07/16/2020
527,Yar-Sale,66.83,70.83,52.21,62,42,20.51,RU,07/16/2020
528,Gorgan,36.84,54.43,75.2,88,40,6.93,IR,07/16/2020
529,Wattegama,6.8,81.48,80.6,94,20,9.17,LK,07/16/2020
530,Calama,-22.47,-68.93,42.8,5,0,18.34,CL,07/16/2020
531,Bonavista,48.65,-53.11,48.99,78,100,13.0,CA,07/16/2020
532,The Valley,18.22,-63.06,82.4,78,40,8.05,AI,07/16/2020
533,Aleksandrovskiy Zavod,50.92,117.94,79.74,57,98,6.71,RU,07/16/2020
534,Gaza,31.5,34.47,73.99,70,2,3.0,PS,07/16/2020
535,Port Blair,11.67,92.75,81.05,80,100,8.3,IN,07/16/2020
536,Vozhega,60.47,40.22,56.21,98,95,8.39,RU,07/16/2020
537,Katobu,-4.94,122.53,84.56,65,62,5.21,ID,07/16/2020
